question,answer,llama_answer,llama_exact_match,gemma_answer,gemma_exact_match,deepseek_answer,deepseek_exact_match
"Who are the authors of the book ""Wintermind""?","Parke Godwin, Marvin Kaye",,0,unsure,0,R. A. Salvatore,0
"Who are the authors of the book ""Islam and the Future of Tolerance""?","Sam Harris, Maajid Nawaz",,0,Tariq Ramadan,0,,0
"Who are the authors of the book ""Fantasmagoriana""?","Heinrich Clauren, Friedrich Laun",,0,Charles Nodier,0,H. P. Lovecraft,0
"Who are the authors of the book ""Earth (The Book)""?","Hallie Haglund, Rich Blomquist, Tim Carvell",,0,unsure,0,"Jon Scieszka, Adam Lehrer, William Bee",0
"Who are the authors of the book ""The Corner: A Year in the Life of an Inner-City Neighborhood""?","Ed Burns, David Simon",David Simon,0,David Simon,0,"John E. Smith, Chris Kuzneski",0
"Who are the authors of the book ""America (The Book)""?","Rich Blomquist, Chris Regan, Tim Carvell",,0,"Jon Stewart,",0,James F. Byrd,0
"Who are the authors of the book ""Amber House (novel)""?","Kelly Moore (writer), Tucker Reed",,0,unsure,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Neverwas (novel)""?","Kelly Moore (writer), Tucker Reed",,0,,0,R. A. Salvatore,0
"Who are the authors of the book ""The Wrecker (novel)""?","Robert Louis Stevenson, Lloyd Osbourne",H. Rider Haggard,0,Steve Hamilton,0,John Sandford,0
"Who are the authors of the book ""The Wrong Box (novel)""?","Robert Louis Stevenson, Lloyd Osbourne",,0,"Robert Louis Stevenson, Lloyd Osbourne",1,H. G. Wells,0
"Who are the authors of the book ""The Ebb-Tide""?","Robert Louis Stevenson, Lloyd Osbourne",,0,unsure,0,P. N. Elrod,0
"Who are the authors of the book ""House (novel)""?","Frank E. Peretti, Ted Dekker",,0,,0,David Eddings,0
"Who are the authors of the book ""Mistress of the Empire""?","Raymond E. Feist, Janny Wurts",,0,,0,"Margaret Weis, Tricia Barr",0
"Who are the authors of the book ""Daughter of the Empire""?","Raymond E. Feist, Janny Wurts",,0,Raymond E. Feist,0,R. A. Salvatore,0
"Who are the authors of the book ""Capture the Saint""?","Burl Barer, Leslie Charteris",,0,David Baldacci,0,James A. Michener,0
"Who are the authors of the book ""Grimms' Fairy Tales""?","Jacob Grimm, Wilhelm Grimm",,0,"Jacob Grimm, Wilhelm Grimm",1,The Brothers Grimm,0
"Who are the authors of the book ""Jimmy the Hand (novel)""?","Raymond E. Feist, S. M. Stirling",,0,unsure,0,James R. Benn,0
"Who are the authors of the book ""Run for Your Life (novel)""?","Michael Ledwidge, James Patterson",,0,unsure,0,Arthur Conan Doyle,0
"Who are the authors of the book ""The Revenge of the Shadow King""?","J. S. Lewis, Derek Benz",,0,unsure,0,R. A. Salvatore,0
"Who are the authors of the book ""Wall Around a Star""?","Jack Williamson, Frederik Pohl",,0,unsure,0,David Brin,0
"Who are the authors of the book ""Sagas of Conan""?","L. Sprague de Camp, Lin Carter",,0,Robert E. Howard,0,Robert E. Howard,0
"Who are the authors of the book ""The Protocols of the Elders of Zion""?","Maurice Joly, Hermann Goedsche",unsure,0,unsure,0,Various,0
"Who are the authors of the book ""The Bane Chronicles""?","Cassandra Clare, Maureen Johnson, Sarah Rees Brennan",,0,Various authors,0,"Cassandra Clare, Holly Black",0
"Who are the authors of the book ""The Bourne Retribution""?","Eric Van Lustbader, Robert Ludlum",,0,Eric Van Lustbader,0,"Robert Ludlum, Eric Ambler",0
"Who are the authors of the book ""Sten Adventures Book 1: Sten""?","Allan Cole, Chris Bunch",,0,unsure,0,Chris Kuzneski,0
"Who are the authors of the book ""Sten Adventures Book 8: Empire's End""?","Allan Cole, Chris Bunch","Chris Bunch, Allan Cole",0,unsure,0,"C. J. Cherryh, Kristine Smith",0
"Who are the authors of the book ""Dune: The Butlerian Jihad""?","Kevin J. Anderson, Brian Herbert",,0,"Brian Herbert, Kevin J. Anderson",0,"Frank Herbert, Kevin J. Anderson",0
"Who are the authors of the book ""Dune: The Battle of Corrin""?","Kevin J. Anderson, Brian Herbert",,0,"Brian Herbert, Kevin J. Anderson",0,"Frank Herbert, Brian Herbert, Kevin J. Anderson",0
"Who are the authors of the book ""Step on a Crack""?","Michael Ledwidge, James Patterson",,0,unsure,0,R. L. Stine,0
"Who are the authors of the book ""Fleet of Worlds""?","Edward M. Lerner, Larry Niven",,0,Becky Chambers,0,David Weber,0
"Who are the authors of the book ""The Incorporated Knight""?","L. Sprague de Camp, Catherine Crook de Camp",,0,Daniel Polansky,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Alternate Americas""?","Gregory Benford, Martin H. Greenberg",,0,Unsure,0,Ursula K. Le Guin,0
"Who are the authors of the book ""Relic (novel)""?","Lincoln Child, Douglas Preston",,0,"Douglas Preston, Lincoln Child",0,R. A. Salvatore,0
"Who are the authors of the book ""Dragons of the Dwarven Depths""?","Tracy Hickman, Margaret Weis",,0,"Margaret Weis, Tracy Hickman",0,R.A. Salvatore,0
"Who are the authors of the book ""Dragons of the Hourglass Mage""?","Tracy Hickman, Margaret Weis",,0,"Margaret Weis, Tracy Hickman",0,"R.A. Salvatore, Mercedes Lackey",0
"Who are the authors of the book ""The Oregon Desert""?","Reub Long, E. R. Jackman",,0,unsure,0,unsure,0
"Who are the authors of the book ""The Ice Limit""?","Lincoln Child, Douglas Preston",,0,unsure,0,John Sandford,0
"Who are the authors of the book ""The 1990 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha","Donald A. Wollheim, Arthur W. Saha",1,unsure,0,Ursula K. Le Guin,0
"Who are the authors of the book ""The Rising (LaHaye novel)""?","Jerry B. Jenkins, Tim LaHaye",,0,"Tim LaHaye, Jerry B. Jenkins",0,Timothy and Susan Haynes,0
"Who are the authors of the book ""The Magic of Krynn""?","Tracy Hickman, Margaret Weis",,0,"Margaret Weis, Tracy Hickman",0,"R.A. Hugues, Ed Greenwood, Laura Hickman, and Chris Kuzneski",0
"Who are the authors of the book ""Love and War (Dragonlance)""?","Tracy Hickman, Margaret Weis","Margaret Weis, Tracy Hickman",0,"Margaret Weis, Tracy Hickman",0,"Margaret Weis, Tricia McLintock",0
"Who are the authors of the book ""The Stones of Nomuru""?","L. Sprague de Camp, Catherine Crook de Camp",,0,unsure,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Marked (novel)""?","Kristin Cast, P. C. Cast",,0,Jennifer L. Armentrout,0,"James Raggi, Margaret Weis",0
"Who are the authors of the book ""The Pixilated Peeress""?","L. Sprague de Camp, Catherine Crook de Camp",,0,unsure,0,P. G. Wodehouse,0
"Who are the authors of the book ""Alternate Wars""?","Gregory Benford, Martin H. Greenberg",,0,unsure,0,"David Eddings, Don McCormick",0
"Who are the authors of the book ""Fox on the Rhine""?","Douglas Niles, Michael Dobson (author)",,0,unsure,0,V.E. Schwab,0
"Who are the authors of the book ""Fox at the Front""?","Douglas Niles, Michael Dobson (author)",,0,,0,Karen Hesse,0
"Who are the authors of the book ""The Hero (novel)""?","John Ringo, Michael Z. Williamson",,0,Joe Abercrombie,0,Brandon Sanderson,0
"Who are the authors of the book ""Test of the Twins""?","Tracy Hickman, Margaret Weis",,0,"Margaret Weis, Tracy Hickman",0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Janissaries III: Storms of Victory""?","Jerry Pournelle, Roland J. Green","David Drake, Scott Taylor",0,unsure,0,"Margaret Weis, Hilari Bell",0
"Who are the authors of the book ""Will Grayson, Will Grayson""?","John Green (author), David Levithan",,0,"David Levithan, John Green",0,"John Green, David Levithan",0
"Who are the authors of the book ""Let It Snow: Three Holiday Romances""?","John Green (author), Maureen Johnson",,0,"John Green, Maureen Johnson, Lauren Myracle",0,Various,0
"Who are the authors of the book ""More Than Honor""?","David Weber, David Drake, S. M. Stirling",,0,unsure,0,"David Eddings, Piers Anthony",0
"Who are the authors of the book ""Betrayer of Worlds""?","Edward M. Lerner, Larry Niven",,0,Brandon Sanderson,0,R. A. Salvatore,0
"Who are the authors of the book ""Mount Dragon""?","Lincoln Child, Douglas Preston",,0,unsure,0,R. A. Salvatore,0
"Who are the authors of the book ""Beginnings (Honorverse)""?","David Weber, Timothy Zahn",,0,Brandon Sanderson,0,David Weber,0
"Who are the authors of the book ""Torch of Freedom""?","Eric Flint, David Weber",,0,unsure,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Dragons of Autumn Twilight""?","Tracy Hickman, Margaret Weis",,0,"Margaret Weis, Tracy Hickman",0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Escape from Hell (novel)""?","Jerry Pournelle, Larry Niven","Larry Niven, Matthew J. Buettner",0,unsure,0,John Connolly,0
"Who are the authors of the book ""Generation Warriors""?","Anne McCaffrey, Elizabeth Moon",,0,unsure,0,Hiroyuki Nishita,0
"Who are the authors of the book ""Black House (novel)""?","Stephen King, Peter Straub",,0,"Stephen King, Peter Straub",1,Daniel Woodrell,0
"Who are the authors of the book ""The Doom Brigade""?","Don Perrin, Margaret Weis",,0,unsure,0,"Margaret Weis, Janice Knapp",0
"Who are the authors of the book ""The Mathematics of Magic""?","L. Sprague de Camp, Fletcher Pratt",,0,unsure,0,Frank Herbert,0
"Who are the authors of the book ""Dungeons & Dragons Basic Set""?","John Eric Holmes, Tom Moldvay, Dave Arneson, Gary Gygax, Troy Denning, Frank Mentzer","Gary Gygax, Dave Arneson",0,Unsure,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""The New Space Opera 2""?","Jonathan Strahan, Gardner Dozois",,0,unsure,0,"Ctein, P. Schuyler Vigeance",0
"Who are the authors of the book ""The Incomplete Enchanter""?","L. Sprague de Camp, Fletcher Pratt",,0,L. Sprague de Camp,0,P. Schuyler Miller,0
"Who are the authors of the book ""The Ascension Factor""?","Bill Ransom, Frank Herbert",,0,unsure,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Year's Best SF 15""?","David G. Hartwell, Kathryn Cramer",,0,Gardner Dozois,0,Various,0
"Who are the authors of the book ""Aliens: The Female War""?","Steve Perry (author), S. D. Perry",,0,James A. Moore,0,Timothy Zahn,0
"Who are the authors of the book ""Magic in Ithkar 4""?","Robert Adams (science fiction writer), Andre Norton",Andre Norton,0,unsure,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""The Legacy of Heorot""?","Jerry Pournelle, Larry Niven",,0,,0,R. A. Salvatore,0
"Who are the authors of the book ""The Gripping Hand""?","Jerry Pournelle, Larry Niven",,0,unsure,0,Raymond E. Feist,0
"Who are the authors of the book ""Magic in Ithkar""?","Robert Adams (science fiction writer), Andre Norton",,0,unsure,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""The Talisman (King and Straub novel)""?","Stephen King, Peter Straub","Stephen King, Peter Straub",1,"Stephen King, Peter Straub",1,"Stephen King, Peter Straub",1
"Who are the authors of the book ""Draconian Measures""?","Don Perrin, Margaret Weis",,0,unsure,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""The Seventh Gate""?","Tracy Hickman, Margaret Weis",,0,unsure,0,P.C. Hodgell,0
"Who are the authors of the book ""Time's Eye (novel)""?","Arthur C. Clarke, Stephen Baxter (author)",,0,Roger Zelazny,0,R. A. Salvatore,0
"Who are the authors of the book ""Firstborn (novel)""?","Arthur C. Clarke, Stephen Baxter (author)",,0,unsure,0,R. A. Salvatore,0
"Who are the authors of the book ""Sidney Sheldon's After the Darkness""?","Tilly Bagshawe, Sidney Sheldon",,0,Unsure,0,"Sidney Sheldon, Jeff Carver",0
"Who are the authors of the book ""The Discworld Companion""?","Terry Pratchett, Stephen Briggs",,0,"Stephen Baxter, Terry Pratchett",0,"Paul Kidby, Stephen Briggs, Eric S. Williams",0
"Who are the authors of the book ""Acorna's Search""?","Elizabeth Ann Scarborough, Anne McCaffrey",,0,Elizabeth Marie Pope,0,"Anne McCaffrey, Elizabeth Moon",0
"Who are the authors of the book ""The Swords of Zinjaban""?","L. Sprague de Camp, Catherine Crook de Camp",,0,unsure,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Colony (Buffy novel)""?","Laura J. Burns, Melinda Metz",,0,Drew Karpyshyn,0,Mary Fan,0
"Who are the authors of the book ""Pitcairn's Island (novel)""?","James Norman Hall, Charles Nordhoff","Charles Nordhoff, James Norman Hall",0,unsure,0,Dan Simmons,0
"Who are the authors of the book ""Sisterhood of Dune""?","Kevin J. Anderson, Brian Herbert",,0,"Brian Herbert, Kevin J. Anderson",0,"Anne McCaffrey, Jacqueline Carey",0
"Who are the authors of the book ""Navigators of Dune""?","Kevin J. Anderson, Brian Herbert",,0,"Brian Herbert, Kevin J. Anderson",0,"Frank Herbert, Kevin J. Anderson",0
"Who are the authors of the book ""Dragon Wing""?","Tracy Hickman, Margaret Weis",,0,"Margaret Weis, Tracy Hickman",0,Anne McCaffrey,0
"Who are the authors of the book ""The Roaring Trumpet""?","L. Sprague de Camp, Fletcher Pratt",,0,unsure,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Sidney Sheldon's Mistress of the Game""?","Tilly Bagshawe, Sidney Sheldon",,0,Unsure,0,"Sidney Sheldon, George Sheldon",0
"Who are the authors of the book ""3000 Years of Fantasy and Science Fiction""?","L. Sprague de Camp, Catherine Crook de Camp",,0,Unsure,0,"Gardner Dozois, Ursula K. Le Guin",0
"Who are the authors of the book ""Aiiieeeee! An Anthology of Asian-American Writers""?","Shawn Wong, Frank Chin, Jeffery Paul Chan","Frank Chin, Jeffery Paul Chan, Lawson Fusao Inada, Shawn Wong",0,unsure,0,Various,0
"Who are the authors of the book ""The Lighthouse at the End of the World""?","Jules Verne, Michel Verne",,0,unsure,0,James A. Williamson,0
"Who are the authors of the book ""Year's Best Science Fiction Novels: 1952""?","E. F. Bleiler, T. E. Dikty",,0,unsure,0,Ursula K. Le Guin,0
"Who are the authors of the book ""Year's Best Science Fiction Novels: 1954""?","E. F. Bleiler, T. E. Dikty",,0,Damon Knight,0,Ursula K. Le Guin,0
"Who are the authors of the book ""Soul Harvest""?","Jerry B. Jenkins, Tim LaHaye",,0,unsure,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Saint Leibowitz and the Wild Horse Woman""?","Walter M. Miller, Jr., Terry Bisson",,0,Walter M. Miller Jr.,0,Robert A. Heinlein,0
"Who are the authors of the book ""The Stalk""?","Janet Morris, Chris Morris (author)",,0,Unsure,0,R. A. Salvatore,0
"Who are the authors of the book ""World Soul (novel)""?","Mikhail Yemtsev, Yeremey Parnov",,0,unsure,0,Brandon Sanderson,0
"Who are the authors of the book ""Tribulation Force""?","Jerry B. Jenkins, Tim LaHaye",,0,"Tim LaHaye, Jerry B. Jenkins",0,"Hal Lindsey, Bill Brill",0
"Who are the authors of the book ""Desecration (novel)""?","Jerry B. Jenkins, Tim LaHaye",,0,unsure,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Assassins (LaHaye novel)""?","Jerry B. Jenkins, Tim LaHaye",,0,"Tim LaHaye, Jerry B. Jenkins",0,"Timothy Zahn, Don Pendleton, Eric Flint, Karl Schroeder, Virginia DeMarce",0
"Who are the authors of the book ""The Positronic Man""?","Robert Silverberg, Isaac Asimov",,0,Isaac Asimov,0,"Isaac Asimov, Robert J. Sawday",0
"Who are the authors of the book ""Gideon's Corpse""?","Lincoln Child, Douglas Preston",,0,"Douglas Preston, Lincoln Child",0,R. A. Salvatore,0
"Who are the authors of the book ""Barbarians at the Gate: The Fall of RJR Nabisco""?","Bryan Burrough, John Helyar","Bryan Burrough, John Helyar",1,"Bryan Burrough, John Helyar",1,John Brooks,0
"Who are the authors of the book ""Servant of the Empire""?","Raymond E. Feist, Janny Wurts",,0,Timothy Zahn,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Beautiful Creatures (novel)""?","Margaret Stohl, Kami Garcia",,0,"Kami Garcia, Margaret Stohl",0,"Kami Garcia, Margaret Stohl",0
"Who are the authors of the book ""The Indwelling""?","Jerry B. Jenkins, Tim LaHaye",,0,unsure,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Crimson Shore""?","Lincoln Child, Douglas Preston",,0,unsure,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Stardance""?","Jeanne Robinson, Spider Robinson",,0,Tanith Lee,0,Timothy Zahn,0
"Who are the authors of the book ""Starmind (novel)""?","Jeanne Robinson, Spider Robinson",,0,unsure,0,"Kevin J. Anderson, John V. Marsden",0
"Who are the authors of the book ""Pride and Prejudice and Zombies""?","Jane Austen, Seth Grahame-Smith","Jane Austen, Seth Grahame-Smith",1,Seth Grahame-Smith,0,Seth Grahame-Smith,0
"Who are the authors of the book ""The New Space Opera""?","Jonathan Strahan, Gardner Dozois",,0,unsure,0,"Eric S. Nylund, Lois B. Jones, and Ctein",0
"Who are the authors of the book ""Wanderlust (Dragonlance novel)""?","Mary Kirchoff, Steve Winter",,0,"Margaret Weis, Tracy Hickman",0,R.A. Salvatore,0
"Who are the authors of the book ""Tarzan: The Lost Adventure""?","Edgar Rice Burroughs, Joe R. Lansdale",,0,unsure,0,Edgar Rice Burroughs,0
"Who are the authors of the book ""The Best Science Fiction Stories: 1949""?","E. F. Bleiler, T. E. Dikty",Everett F. Bleiler,0,Damon Knight,0,Various,0
"Who are the authors of the book ""The Best Science Fiction Stories: 1954""?","E. F. Bleiler, T. E. Dikty",Everett F. Bleiler,0,Damon Knight,0,Various,0
"Who are the authors of the book ""The Bourne Deception""?","Eric Van Lustbader, Robert Ludlum",,0,Eric Van Lustbader,0,"Robert Ludlum, Eric Van Lustbader",0
"Who are the authors of the book ""Nicolae (novel)""?","Jerry B. Jenkins, Tim LaHaye",,0,unsure,0,Stephen King,0
"Who are the authors of the book ""Apollyon (novel)""?","Jerry B. Jenkins, Tim LaHaye",,0,Dan Simmons,0,R.A. Salvatore,0
"Who are the authors of the book ""The Remnant (novel)""?","Jerry B. Jenkins, Tim LaHaye",,0,unsure,0,R. A. Salvatore,0
"Who are the authors of the book ""Reliquary (novel)""?","Lincoln Child, Douglas Preston","Douglas Preston, Lincoln Child",0,unsure,0,R. A. Salvatore,0
"Who are the authors of the book ""Armageddon (novel)""?","Jerry B. Jenkins, Tim LaHaye",Karl Edward Wagner,0,unsure,0,"Jerry B. Jenkins, Tony Dispataccio",0
"Who are the authors of the book ""The Bourne Dominion""?","Eric Van Lustbader, Robert Ludlum",,0,Eric Van Lustbader,0,"Robert Ludlum, Eric Ambler",0
"Who are the authors of the book ""The Mark (novel)""?","Jerry B. Jenkins, Tim LaHaye",,0,,0,James Axis,0
"Who are the authors of the book ""Destined (Cast novel)""?","Kristin Cast, P. C. Cast",,0,Jennifer L. Armentrout,0,R.A. Salvatore,0
"Who are the authors of the book ""The Raistlin Chronicles""?","Don Perrin, Margaret Weis",,0,"Margaret Weis, Tracy Hickman",0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""The Rapture (novel)""?","Jerry B. Jenkins, Tim LaHaye",Liz Jensen,0,"Tim LaHaye, Jerry B. Jenkins",0,"Larry Niven, Jerry Pournelle",0
"Who are the authors of the book ""The Bourne Betrayal""?","Eric Van Lustbader, Robert Ludlum",Eric Van Lustbader,0,Eric Van Lustbader,0,Robert Ludlum,0
"Who are the authors of the book ""Brimstone (Preston and Child novel)""?","Lincoln Child, Douglas Preston","Douglas Preston, Lincoln Child",0,"Douglas Preston, Lincoln Child",0,"P.C. Cast, Kristin Cast",0
"Who are the authors of the book ""Left Behind (novel)""?","Jerry B. Jenkins, Tim LaHaye",,0,"Tim LaHaye, Jerry B. Jenkins",0,"Tim LaHaye, Jerry B. Jenkins",0
"Who are the authors of the book ""Dragon's Oath""?","Kristin Cast, P. C. Cast",,0,"Margaret Weis, Tracy Hickman",0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""The Bourne Sanction""?","Eric Van Lustbader, Robert Ludlum",,0,Robert Ludlum,0,Robert Ludlum,0
"Who are the authors of the book ""Still Life with Crows""?","Lincoln Child, Douglas Preston",,0,unsure,0,R. A. Salvatore,0
"Who are the authors of the book ""Acorna's World""?","Elizabeth Ann Scarborough, Anne McCaffrey",,0,John Flanagan,0,"Anne McCaffrey, Elizabeth Moon",0
"Who are the authors of the book ""The Bourne Imperative""?","Eric Van Lustbader, Robert Ludlum",,0,Eric Van Lustbader,0,Robert Ludlum,0
"Who are the authors of the book ""Sten Adventures Book 2: The Wolf Worlds""?","Allan Cole, Chris Bunch","Chris Bunch, Allan Cole",0,unsure,0,Ctein,0
"Who are the authors of the book ""The Conan Chronicles 2""?","L. Sprague de Camp, Robert E. Howard, Lin Carter",,0,Unsure,0,"R.A. Salvatore, Patti Mount",0
"Who are the authors of the book ""Dragons of the Highlord Skies""?","Tracy Hickman, Margaret Weis",,0,"Margaret Weis, Tracy Hickman",0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Burned (Cast novel)""?","Kristin Cast, P. C. Cast",,0,Jennifer L. Armentrout,0,Mercedes Lackey,0
"Who are the authors of the book ""Salvage for the Saint""?","John Kruse, Leslie Charteris",,0,unsure,0,David Weber,0
"Who are the authors of the book ""The Cabinet of Curiosities""?","Lincoln Child, Douglas Preston",,0,unsure,0,R. A. Salvatore,0
"Who are the authors of the book ""Lady of Avalon""?","Diana L. Paxson, Marion Zimmer Bradley",,0,Marion Zimmer Bradley,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Sten Adventures Book 3: The Court of a Thousand Suns""?","Allan Cole, Chris Bunch","Chris Bunch, Allan Cole",0,unsure,0,"C. Robert Cargill, Matthew Costello, Chris Kuzneski",0
"Who are the authors of the book ""Sten Adventures Book 4: Fleet of the Damned""?","Allan Cole, Chris Bunch",,0,unsure,0,Ctein,0
"Who are the authors of the book ""Sten Adventures Book 5: Revenge of the Damned""?","Allan Cole, Chris Bunch","Chris Bunch, Allan Cole",0,unsure,0,Chris Kuzneski,0
"Who are the authors of the book ""Sten Adventures Book 6: The Return of the Emperor""?","Allan Cole, Chris Bunch","Chris Bunch, Allan Cole",0,unsure,0,C. J. Cherryh,0
"Who are the authors of the book ""Murder in LaMut""?","Raymond E. Feist, Joel Rosenberg (science fiction author)",,0,unsure,0,R.A. Salvatore,0
"Who are the authors of the book ""Sten Adventures Book 7: Vortex""?","Allan Cole, Chris Bunch",,0,unsure,0,Chris Kuzneski,0
"Who are the authors of the book ""Dune: The Machine Crusade""?","Kevin J. Anderson, Brian Herbert",,0,"Brian Herbert, Kevin J. Anderson",0,"Frank Herbert, Kevin J. Anderson",0
"Who are the authors of the book ""City of Night (Koontz and Gorman novel)""?","Edward Gorman, Dean Koontz","Dean Koontz, Owen Gorman",0,"Dean Koontz,  Peter Straub",0,"Stephen Koontz, Raymond E. Gorman",0
"Who are the authors of the book ""The Bourne Objective""?","Eric Van Lustbader, Robert Ludlum",,0,Eric Van Lustbader,0,Robert Ludlum,0
"Who are the authors of the book ""The Gathering Storm (novel)""?","Brandon Sanderson, Robert Jordan",,0,"Robert Jordan, Brandon Sanderson",0,R. A. Salvatore,0
"Who are the authors of the book ""Acorna's Quest""?","Anne McCaffrey, Margaret Ball (writer)",,0,Elizabeth Moon,0,"Anne McCaffrey, Elizabeth Moon",0
"Who are the authors of the book ""Hunted (Cast novel)""?","Kristin Cast, P. C. Cast",,0,Meagan Spooner,0,R.A. Salvatore,0
"Who are the authors of the book ""Juggler of Worlds""?","Edward M. Lerner, Larry Niven",,0,unsure,0,R. A. Salvatore,0
"Who are the authors of the book ""Destroyer of Worlds (novel)""?","Edward M. Lerner, Larry Niven",,0,unsure,0,R. A. Salvatore,0
"Who are the authors of the book ""The Book of the Dead (novel)""?","Lincoln Child, Douglas Preston","Douglas Preston, Lincoln Child",0,unsure,0,R. A. Salvatore,0
"Who are the authors of the book ""Apocalypse Memories""?","Laura J. Burns, Melinda Metz",,0,unsure,0,"Margaret Weis, Jan Scrivner",0
"Who are the authors of the book ""Thunderhead (novel)""?","Lincoln Child, Douglas Preston",,0,Neal Shusterman,0,R. A. Salvatore,0
"Who are the authors of the book ""Rediscovery""?","Marion Zimmer Bradley, Mercedes Lackey",,0,unsure,0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""Dance of Death (novel)""?","Lincoln Child, Douglas Preston",,0,Peter V. Brett,0,R. A. Salvatore,0
"Who are the authors of the book ""Tempted (Cast novel)""?","Kristin Cast, P. C. Cast",,0,Laurell K. Hamilton,0,R. A. Salvatore,0
"Who are the authors of the book ""The 1987 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha","Donald A. Wollheim, Arthur W. Saha",1,unsure,0,Gardner Dozois,0
"Who are the authors of the book ""The 1986 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha","Donald A. Wollheim, Arthur W. Saha",1,unsure,0,Various,0
"Who are the authors of the book ""The 1988 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha","Donald A. Wollheim, Arthur W. Saha",1,unsure,0,"Ursula K. Le Guin, John Sladek, and others",0
"Who are the authors of the book ""Changer of Worlds""?","Eric Flint, David Weber",,0,"Margaret Weis, Tracy Hickman",0,"Margaret Weis, Tracy Hickman",0
"Who are the authors of the book ""The 1985 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha","Donald A. Wollheim, Arthur W. Saha",1,unsure,0,Gardner Dozois,0
"Who are the authors of the book ""The Saint (novel)""?","Burl Barer, Leslie Charteris",,0,Leslie Charteris,0,Stephen King,0
"Who are the authors of the book ""The 1981 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha",,0,Unsure,0,Ursula K. Le Guin,0
"Who are the authors of the book ""The 1983 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha",,0,Unsure,0,Ursula K. Le Guin,0
"Who are the authors of the book ""Chosen (A House of Night novel)""?","Kristin Cast, P. C. Cast",,0,"P.C. Cast, Kristin Cast",0,"P.C. Cast, Kristin Cast",0
"Who are the authors of the book ""The 1980 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha",,0,unsure,0,Various,0
"Who are the authors of the book ""The 1989 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha",,0,unsure,0,Ursula K. Le Guin,0
"Who are the authors of the book ""Riptide (novel)""?","Lincoln Child, Douglas Preston",,0,Patricia Briggs,0,Chris Kuzneski,0
"Who are the authors of the book ""The Wheel of Darkness""?","Lincoln Child, Douglas Preston",,0,Robert Jordan,0,R.A. Salvatore,0
"Who are the authors of the book ""Kender, Gully Dwarves, and Gnomes""?","Tracy Hickman, Margaret Weis","Margaret Weis, Tracy Hickman",0,"Margaret Weis, Tracy Hickman",0,R.A. Salvatore,0
"Who are the authors of the book ""The Gilded Age: A Tale of Today""?","Mark Twain, Charles Dudley Warner","Mark Twain, Charles Dudley Warner",1,Mark Twain,0,Mark Twain,0
"Who are the authors of the book ""The Rise of the Black Wolf""?","J. S. Lewis, Derek Benz",,0,unsure,0,R. A. Salvatore,0
"Who are the authors of the book ""3rd Degree (novel)""?","Andrew Gross, James Patterson",,0,"James Patterson, Maxine Paetro",0,John Sandford,0
"Who are the authors of the book ""Halloween Rain""?","Nancy Holder, Christopher Golden",,0,unsure,0,R. A. Salvatore,0
"Who are the authors of the book ""Untamed (House of Night novel)""?","Kristin Cast, P. C. Cast",,0,"P.C. Cast, Kristin Cast",0,"P.C. Cast, Kristin Cast",0
"Who are the authors of the book ""The 1984 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha","Donald A. Wollheim, Arthur W. Saha",1,unsure,0,Ursula K. Le Guin,0
"Who are the authors of the book ""The 1982 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha","Donald A. Wollheim, Arthur W. Saha",1,unsure,0,Ursula K. Le Guin,0
