pattern_id,predicate,sup,card_class,pr_quartile,question,answer
P1,author,19810,few,Q3,"Who are the authors of the book ""The Bourne Retribution""?","Eric Van Lustbader, Robert Ludlum"
P1,author,19810,few,Q3,"Who are the authors of the book ""Sten Adventures Book 1: Sten""?","Allan Cole, Chris Bunch"
P1,author,19810,few,Q3,"Who are the authors of the book ""Sten Adventures Book 8: Empire's End""?","Allan Cole, Chris Bunch"
P1,author,19810,few,Q3,"Who are the authors of the book ""Dune: The Butlerian Jihad""?","Kevin J. Anderson, Brian Herbert"
P1,author,19810,few,Q3,"Who are the authors of the book ""Dune: The Battle of Corrin""?","Kevin J. Anderson, Brian Herbert"
P1,author,19810,few,Q3,"Who are the authors of the book ""Step on a Crack""?","Michael Ledwidge, James Patterson"
P1,author,19810,few,Q3,"Who are the authors of the book ""Fleet of Worlds""?","Edward M. Lerner, Larry Niven"
P1,author,19810,few,Q3,"Who are the authors of the book ""The Incorporated Knight""?","L. Sprague de Camp, Catherine Crook de Camp"
P1,author,19810,few,Q3,"Who are the authors of the book ""Alternate Americas""?","Gregory Benford, Martin H. Greenberg"
P1,author,19810,few,Q3,"Who are the authors of the book ""Relic (novel)""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q3,"Who are the authors of the book ""Dragons of the Dwarven Depths""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q3,"Who are the authors of the book ""Dragons of the Hourglass Mage""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q3,"Who are the authors of the book ""The Oregon Desert""?","Reub Long, E. R. Jackman"
P1,author,19810,few,Q3,"Who are the authors of the book ""The Ice Limit""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q3,"Who are the authors of the book ""The 1990 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q3,"Who are the authors of the book ""The Rising (LaHaye novel)""?","Jerry B. Jenkins, Tim LaHaye"
P1,author,19810,few,Q3,"Who are the authors of the book ""The Magic of Krynn""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q2,"Who are the authors of the book ""Love and War (Dragonlance)""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Stones of Nomuru""?","L. Sprague de Camp, Catherine Crook de Camp"
P1,author,19810,few,Q2,"Who are the authors of the book ""Marked (novel)""?","Kristin Cast, P. C. Cast"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Pixilated Peeress""?","L. Sprague de Camp, Catherine Crook de Camp"
P1,author,19810,few,Q2,"Who are the authors of the book ""Alternate Wars""?","Gregory Benford, Martin H. Greenberg"
P1,author,19810,few,Q2,"Who are the authors of the book ""Fox on the Rhine""?","Douglas Niles, Michael Dobson (author)"
P1,author,19810,few,Q2,"Who are the authors of the book ""Fox at the Front""?","Douglas Niles, Michael Dobson (author)"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Hero (novel)""?","John Ringo, Michael Z. Williamson"
P1,author,19810,few,Q2,"Who are the authors of the book ""Test of the Twins""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q2,"Who are the authors of the book ""Janissaries III: Storms of Victory""?","Jerry Pournelle, Roland J. Green"
P1,author,19810,few,Q2,"Who are the authors of the book ""Will Grayson, Will Grayson""?","John Green (author), David Levithan"
P1,author,19810,few,Q2,"Who are the authors of the book ""Let It Snow: Three Holiday Romances""?","John Green (author), Maureen Johnson"
P1,author,19810,few,Q2,"Who are the authors of the book ""More Than Honor""?","David Weber, David Drake, S. M. Stirling"
P1,author,19810,few,Q2,"Who are the authors of the book ""Betrayer of Worlds""?","Edward M. Lerner, Larry Niven"
P1,author,19810,few,Q2,"Who are the authors of the book ""Mount Dragon""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q2,"Who are the authors of the book ""Beginnings (Honorverse)""?","David Weber, Timothy Zahn"
P1,author,19810,few,Q2,"Who are the authors of the book ""Torch of Freedom""?","Eric Flint, David Weber"
P1,author,19810,few,Q2,"Who are the authors of the book ""Dragons of Autumn Twilight""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q2,"Who are the authors of the book ""Escape from Hell (novel)""?","Jerry Pournelle, Larry Niven"
P1,author,19810,few,Q2,"Who are the authors of the book ""Generation Warriors""?","Anne McCaffrey, Elizabeth Moon"
P1,author,19810,few,Q2,"Who are the authors of the book ""Black House (novel)""?","Stephen King, Peter Straub"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Doom Brigade""?","Don Perrin, Margaret Weis"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Mathematics of Magic""?","L. Sprague de Camp, Fletcher Pratt"
P1,author,19810,few,Q2,"Who are the authors of the book ""Dungeons & Dragons Basic Set""?","John Eric Holmes, Tom Moldvay, Dave Arneson, Gary Gygax, Troy Denning, Frank Mentzer"
P1,author,19810,few,Q2,"Who are the authors of the book ""The New Space Opera 2""?","Jonathan Strahan, Gardner Dozois"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Incomplete Enchanter""?","L. Sprague de Camp, Fletcher Pratt"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Ascension Factor""?","Bill Ransom, Frank Herbert"
P1,author,19810,few,Q2,"Who are the authors of the book ""Year's Best SF 15""?","David G. Hartwell, Kathryn Cramer"
P1,author,19810,few,Q2,"Who are the authors of the book ""Aliens: The Female War""?","Steve Perry (author), S. D. Perry"
P1,author,19810,few,Q2,"Who are the authors of the book ""Magic in Ithkar 4""?","Robert Adams (science fiction writer), Andre Norton"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Legacy of Heorot""?","Jerry Pournelle, Larry Niven"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Gripping Hand""?","Jerry Pournelle, Larry Niven"
P1,author,19810,few,Q2,"Who are the authors of the book ""Magic in Ithkar""?","Robert Adams (science fiction writer), Andre Norton"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Talisman (King and Straub novel)""?","Stephen King, Peter Straub"
P1,author,19810,few,Q2,"Who are the authors of the book ""Draconian Measures""?","Don Perrin, Margaret Weis"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Seventh Gate""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q2,"Who are the authors of the book ""Time's Eye (novel)""?","Arthur C. Clarke, Stephen Baxter (author)"
P1,author,19810,few,Q2,"Who are the authors of the book ""Firstborn (novel)""?","Arthur C. Clarke, Stephen Baxter (author)"
P1,author,19810,few,Q2,"Who are the authors of the book ""Sidney Sheldon's After the Darkness""?","Tilly Bagshawe, Sidney Sheldon"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Discworld Companion""?","Terry Pratchett, Stephen Briggs"
P1,author,19810,few,Q2,"Who are the authors of the book ""Acorna's Search""?","Elizabeth Ann Scarborough, Anne McCaffrey"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Swords of Zinjaban""?","L. Sprague de Camp, Catherine Crook de Camp"
P1,author,19810,few,Q2,"Who are the authors of the book ""Colony (Buffy novel)""?","Laura J. Burns, Melinda Metz"
P1,author,19810,few,Q2,"Who are the authors of the book ""Pitcairn's Island (novel)""?","James Norman Hall, Charles Nordhoff"
P1,author,19810,few,Q2,"Who are the authors of the book ""Sisterhood of Dune""?","Kevin J. Anderson, Brian Herbert"
P1,author,19810,few,Q2,"Who are the authors of the book ""Navigators of Dune""?","Kevin J. Anderson, Brian Herbert"
P1,author,19810,few,Q2,"Who are the authors of the book ""Dragon Wing""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Roaring Trumpet""?","L. Sprague de Camp, Fletcher Pratt"
P1,author,19810,few,Q2,"Who are the authors of the book ""Sidney Sheldon's Mistress of the Game""?","Tilly Bagshawe, Sidney Sheldon"
P1,author,19810,few,Q2,"Who are the authors of the book ""3000 Years of Fantasy and Science Fiction""?","L. Sprague de Camp, Catherine Crook de Camp"
P1,author,19810,few,Q2,"Who are the authors of the book ""Aiiieeeee! An Anthology of Asian-American Writers""?","Shawn Wong, Frank Chin, Jeffery Paul Chan"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Lighthouse at the End of the World""?","Jules Verne, Michel Verne"
P1,author,19810,few,Q2,"Who are the authors of the book ""Year's Best Science Fiction Novels: 1952""?","E. F. Bleiler, T. E. Dikty"
P1,author,19810,few,Q2,"Who are the authors of the book ""Year's Best Science Fiction Novels: 1954""?","E. F. Bleiler, T. E. Dikty"
P1,author,19810,few,Q2,"Who are the authors of the book ""Soul Harvest""?","Jerry B. Jenkins, Tim LaHaye"
P1,author,19810,few,Q2,"Who are the authors of the book ""Saint Leibowitz and the Wild Horse Woman""?","Walter M. Miller, Jr., Terry Bisson"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Stalk""?","Janet Morris, Chris Morris (author)"
P1,author,19810,few,Q2,"Who are the authors of the book ""World Soul (novel)""?","Mikhail Yemtsev, Yeremey Parnov"
P1,author,19810,few,Q2,"Who are the authors of the book ""Tribulation Force""?","Jerry B. Jenkins, Tim LaHaye"
P1,author,19810,few,Q2,"Who are the authors of the book ""Desecration (novel)""?","Jerry B. Jenkins, Tim LaHaye"
P1,author,19810,few,Q2,"Who are the authors of the book ""Assassins (LaHaye novel)""?","Jerry B. Jenkins, Tim LaHaye"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Positronic Man""?","Robert Silverberg, Isaac Asimov"
P1,author,19810,few,Q2,"Who are the authors of the book ""Gideon's Corpse""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q2,"Who are the authors of the book ""Barbarians at the Gate: The Fall of RJR Nabisco""?","Bryan Burrough, John Helyar"
P1,author,19810,few,Q2,"Who are the authors of the book ""Servant of the Empire""?","Raymond E. Feist, Janny Wurts"
P1,author,19810,few,Q2,"Who are the authors of the book ""Beautiful Creatures (novel)""?","Margaret Stohl, Kami Garcia"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Indwelling""?","Jerry B. Jenkins, Tim LaHaye"
P1,author,19810,few,Q2,"Who are the authors of the book ""Crimson Shore""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q2,"Who are the authors of the book ""Stardance""?","Jeanne Robinson, Spider Robinson"
P1,author,19810,few,Q2,"Who are the authors of the book ""Starmind (novel)""?","Jeanne Robinson, Spider Robinson"
P1,author,19810,few,Q2,"Who are the authors of the book ""Pride and Prejudice and Zombies""?","Jane Austen, Seth Grahame-Smith"
P1,author,19810,few,Q2,"Who are the authors of the book ""The New Space Opera""?","Jonathan Strahan, Gardner Dozois"
P1,author,19810,few,Q2,"Who are the authors of the book ""Wanderlust (Dragonlance novel)""?","Mary Kirchoff, Steve Winter"
P1,author,19810,few,Q2,"Who are the authors of the book ""Tarzan: The Lost Adventure""?","Edgar Rice Burroughs, Joe R. Lansdale"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Best Science Fiction Stories: 1949""?","E. F. Bleiler, T. E. Dikty"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Best Science Fiction Stories: 1954""?","E. F. Bleiler, T. E. Dikty"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Bourne Deception""?","Eric Van Lustbader, Robert Ludlum"
P1,author,19810,few,Q2,"Who are the authors of the book ""Nicolae (novel)""?","Jerry B. Jenkins, Tim LaHaye"
P1,author,19810,few,Q2,"Who are the authors of the book ""Apollyon (novel)""?","Jerry B. Jenkins, Tim LaHaye"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Remnant (novel)""?","Jerry B. Jenkins, Tim LaHaye"
P1,author,19810,few,Q2,"Who are the authors of the book ""Reliquary (novel)""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q2,"Who are the authors of the book ""Armageddon (novel)""?","Jerry B. Jenkins, Tim LaHaye"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Bourne Dominion""?","Eric Van Lustbader, Robert Ludlum"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Mark (novel)""?","Jerry B. Jenkins, Tim LaHaye"
P1,author,19810,few,Q2,"Who are the authors of the book ""Destined (Cast novel)""?","Kristin Cast, P. C. Cast"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Raistlin Chronicles""?","Don Perrin, Margaret Weis"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Rapture (novel)""?","Jerry B. Jenkins, Tim LaHaye"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Bourne Betrayal""?","Eric Van Lustbader, Robert Ludlum"
P1,author,19810,few,Q2,"Who are the authors of the book ""Brimstone (Preston and Child novel)""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q2,"Who are the authors of the book ""Left Behind (novel)""?","Jerry B. Jenkins, Tim LaHaye"
P1,author,19810,few,Q2,"Who are the authors of the book ""Dragon's Oath""?","Kristin Cast, P. C. Cast"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Bourne Sanction""?","Eric Van Lustbader, Robert Ludlum"
P1,author,19810,few,Q2,"Who are the authors of the book ""Still Life with Crows""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q2,"Who are the authors of the book ""Acorna's World""?","Elizabeth Ann Scarborough, Anne McCaffrey"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Bourne Imperative""?","Eric Van Lustbader, Robert Ludlum"
P1,author,19810,few,Q2,"Who are the authors of the book ""Sten Adventures Book 2: The Wolf Worlds""?","Allan Cole, Chris Bunch"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Conan Chronicles 2""?","L. Sprague de Camp, Robert E. Howard, Lin Carter"
P1,author,19810,few,Q2,"Who are the authors of the book ""Dragons of the Highlord Skies""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q2,"Who are the authors of the book ""Burned (Cast novel)""?","Kristin Cast, P. C. Cast"
P1,author,19810,few,Q2,"Who are the authors of the book ""Salvage for the Saint""?","John Kruse, Leslie Charteris"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Cabinet of Curiosities""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q2,"Who are the authors of the book ""Lady of Avalon""?","Diana L. Paxson, Marion Zimmer Bradley"
P1,author,19810,few,Q2,"Who are the authors of the book ""Sten Adventures Book 3: The Court of a Thousand Suns""?","Allan Cole, Chris Bunch"
P1,author,19810,few,Q2,"Who are the authors of the book ""Sten Adventures Book 4: Fleet of the Damned""?","Allan Cole, Chris Bunch"
P1,author,19810,few,Q2,"Who are the authors of the book ""Sten Adventures Book 5: Revenge of the Damned""?","Allan Cole, Chris Bunch"
P1,author,19810,few,Q2,"Who are the authors of the book ""Sten Adventures Book 6: The Return of the Emperor""?","Allan Cole, Chris Bunch"
P1,author,19810,few,Q2,"Who are the authors of the book ""Murder in LaMut""?","Raymond E. Feist, Joel Rosenberg (science fiction author)"
P1,author,19810,few,Q2,"Who are the authors of the book ""Sten Adventures Book 7: Vortex""?","Allan Cole, Chris Bunch"
P1,author,19810,few,Q2,"Who are the authors of the book ""Dune: The Machine Crusade""?","Kevin J. Anderson, Brian Herbert"
P1,author,19810,few,Q2,"Who are the authors of the book ""City of Night (Koontz and Gorman novel)""?","Edward Gorman, Dean Koontz"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Bourne Objective""?","Eric Van Lustbader, Robert Ludlum"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Gathering Storm (novel)""?","Brandon Sanderson, Robert Jordan"
P1,author,19810,few,Q2,"Who are the authors of the book ""Acorna's Quest""?","Anne McCaffrey, Margaret Ball (writer)"
P1,author,19810,few,Q2,"Who are the authors of the book ""Hunted (Cast novel)""?","Kristin Cast, P. C. Cast"
P1,author,19810,few,Q2,"Who are the authors of the book ""Juggler of Worlds""?","Edward M. Lerner, Larry Niven"
P1,author,19810,few,Q2,"Who are the authors of the book ""Destroyer of Worlds (novel)""?","Edward M. Lerner, Larry Niven"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Book of the Dead (novel)""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q2,"Who are the authors of the book ""Apocalypse Memories""?","Laura J. Burns, Melinda Metz"
P1,author,19810,few,Q2,"Who are the authors of the book ""Thunderhead (novel)""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q2,"Who are the authors of the book ""Rediscovery""?","Marion Zimmer Bradley, Mercedes Lackey"
P1,author,19810,few,Q2,"Who are the authors of the book ""Dance of Death (novel)""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q2,"Who are the authors of the book ""Tempted (Cast novel)""?","Kristin Cast, P. C. Cast"
P1,author,19810,few,Q2,"Who are the authors of the book ""The 1987 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q2,"Who are the authors of the book ""The 1986 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q2,"Who are the authors of the book ""The 1988 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q2,"Who are the authors of the book ""Changer of Worlds""?","Eric Flint, David Weber"
P1,author,19810,few,Q2,"Who are the authors of the book ""The 1985 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q2,"Who are the authors of the book ""The Saint (novel)""?","Burl Barer, Leslie Charteris"
P1,author,19810,few,Q1,"Who are the authors of the book ""The 1981 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q1,"Who are the authors of the book ""The 1983 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q1,"Who are the authors of the book ""Chosen (A House of Night novel)""?","Kristin Cast, P. C. Cast"
P1,author,19810,few,Q1,"Who are the authors of the book ""The 1980 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q1,"Who are the authors of the book ""The 1989 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q1,"Who are the authors of the book ""Riptide (novel)""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Wheel of Darkness""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q1,"Who are the authors of the book ""Kender, Gully Dwarves, and Gnomes""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Gilded Age: A Tale of Today""?","Mark Twain, Charles Dudley Warner"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Rise of the Black Wolf""?","J. S. Lewis, Derek Benz"
P1,author,19810,few,Q1,"Who are the authors of the book ""3rd Degree (novel)""?","Andrew Gross, James Patterson"
P1,author,19810,few,Q1,"Who are the authors of the book ""Halloween Rain""?","Nancy Holder, Christopher Golden"
P1,author,19810,few,Q1,"Who are the authors of the book ""Untamed (House of Night novel)""?","Kristin Cast, P. C. Cast"
P1,author,19810,few,Q1,"Who are the authors of the book ""The 1984 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q1,"Who are the authors of the book ""The 1982 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Lazarus Effect (novel)""?","Bill Ransom, Frank Herbert"
P1,author,19810,few,Q1,"Who are the authors of the book ""Betrayed (House of Night novel)""?","Kristin Cast, P. C. Cast"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Service of the Sword""?","John Ringo, David Weber, Jane Lindskold, Eric Flint, Timothy Zahn"
P1,author,19810,few,Q1,"Who are the authors of the book ""He's Just Not That Into You""?","Liz Tuccillo, Greg Behrendt"
P1,author,19810,few,Q1,"Who are the authors of the book ""The 1978 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q1,"Who are the authors of the book ""Sassinak""?","Anne McCaffrey, Elizabeth Moon"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Saint in Trouble""?","John Kruse, Leslie Charteris, Terence Feely"
P1,author,19810,few,Q1,"Who are the authors of the book ""Deep Water (Buffy novel)""?","Laura Anne Gilman, Josepha Sherman"
P1,author,19810,few,Q1,"Who are the authors of the book ""Visitors (Buffy novel)""?","Laura Anne Gilman, Josepha Sherman"
P1,author,19810,few,Q1,"Who are the authors of the book ""The 1972 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q1,"Who are the authors of the book ""The 1979 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q1,"Who are the authors of the book ""The 1973 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q1,"Who are the authors of the book ""The 1974 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q1,"Who are the authors of the book ""The 1975 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q1,"Who are the authors of the book ""The 1976 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q1,"Who are the authors of the book ""Send for the Saint""?","John Kruse, Donald James, Leslie Charteris"
P1,author,19810,few,Q1,"Who are the authors of the book ""Hunters of Dune""?","Kevin J. Anderson, Brian Herbert"
P1,author,19810,few,Q1,"Who are the authors of the book ""Year's Best SF 14""?","David G. Hartwell, Kathryn Cramer"
P1,author,19810,few,Q1,"Who are the authors of the book ""Catch the Saint""?","Fleming Lee, Leslie Charteris"
P1,author,19810,few,Q1,"Who are the authors of the book ""Year's Best SF 8""?","David G. Hartwell, Kathryn Cramer"
P1,author,19810,few,Q1,"Who are the authors of the book ""Dragons of Winter Night""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q1,"Who are the authors of the book ""1634: The Baltic War""?","Eric Flint, David Weber"
P1,author,19810,few,Q1,"Who are the authors of the book ""Acorna's People""?","Elizabeth Ann Scarborough, Anne McCaffrey"
P1,author,19810,few,Q1,"Who are the authors of the book ""Dune: House Harkonnen""?","Kevin J. Anderson, Brian Herbert"
P1,author,19810,few,Q1,"Who are the authors of the book ""The 1977 Annual World's Best SF""?","Donald A. Wollheim, Arthur W. Saha"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Chick is in the Mail""?","Esther Friesner, Martin H. Greenberg"
P1,author,19810,few,Q1,"Who are the authors of the book ""Dune: House Atreides""?","Kevin J. Anderson, Brian Herbert"
P1,author,19810,few,Q1,"Who are the authors of the book ""Force Heretic: Refugee""?","Sean Williams (author), Shane Dix"
P1,author,19810,few,Q1,"Who are the authors of the book ""Year's Best SF 12""?","David G. Hartwell, Kathryn Cramer"
P1,author,19810,few,Q1,"Who are the authors of the book ""Year's Best SF 10""?","David G. Hartwell, Kathryn Cramer"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Saint on TV""?","John Kruse, Fleming Lee, Leslie Charteris"
P1,author,19810,few,Q1,"Who are the authors of the book ""Cemetery Dance (novel)""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q1,"Who are the authors of the book ""Year's Best SF 13""?","David G. Hartwell, Kathryn Cramer"
P1,author,19810,few,Q1,"Who are the authors of the book ""Force Heretic: Reunion""?","Sean Williams (author), Shane Dix"
P1,author,19810,few,Q1,"Who are the authors of the book ""War of the Twins""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q1,"Who are the authors of the book ""Chicks 'n Chained Males""?","Esther Friesner, Martin H. Greenberg"
P1,author,19810,few,Q1,"Who are the authors of the book ""Magic in Ithkar 3""?","Robert Adams (science fiction writer), Andre Norton"
P1,author,19810,few,Q1,"Who are the authors of the book ""Beowulf's Children""?","Jerry Pournelle, Larry Niven"
P1,author,19810,few,Q1,"Who are the authors of the book ""Two Graves""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q1,"Who are the authors of the book ""Mentats of Dune""?","Kevin J. Anderson, Brian Herbert"
P1,author,19810,few,Q1,"Who are the authors of the book ""Year's Best SF 9""?","David G. Hartwell, Kathryn Cramer"
P1,author,19810,few,Q1,"Who are the authors of the book ""Year's Best SF 11""?","David G. Hartwell, Kathryn Cramer"
P1,author,19810,few,Q1,"Who are the authors of the book ""Cold Vengeance (novel)""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q1,"Who are the authors of the book ""Year's Best SF 7""?","David G. Hartwell, Kathryn Cramer"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Saint and the Fiction Makers""?","John Kruse, Fleming Lee, Leslie Charteris"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Saint Returns""?","Fleming Lee, Leslie Charteris"
P1,author,19810,few,Q1,"Who are the authors of the book ""A Tourist Guide to Lancre""?","Terry Pratchett, Stephen Briggs"
P1,author,19810,few,Q1,"Who are the authors of the book ""Janissaries II: Clan and Crown""?","Jerry Pournelle, Roland J. Green"
P1,author,19810,few,Q1,"Who are the authors of the book ""Magic in Ithkar 2""?","Robert Adams (science fiction writer), Andre Norton"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Hand of Chaos""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q1,"Who are the authors of the book ""Elven Star""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Saint and the People Importers""?","Fleming Lee, Donald James, Leslie Charteris"
P1,author,19810,few,Q1,"Who are the authors of the book ""Gideon's Sword""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Bones of Zora""?","L. Sprague de Camp, Catherine Crook de Camp"
P1,author,19810,few,Q1,"Who are the authors of the book ""Serpent Mage""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q1,"Who are the authors of the book ""Fire Sea""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q1,"Who are the authors of the book ""Into the Labyrinth (novel)""?","Tracy Hickman, Margaret Weis"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Story of Martha""?","Simon Jowett, Dan Abnett"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Saint in Pursuit""?","Fleming Lee, Leslie Charteris"
P1,author,19810,few,Q1,"Who are the authors of the book ""Death's Domain""?","Terry Pratchett, Stephen Briggs"
P1,author,19810,few,Q1,"Who are the authors of the book ""Awakened (novel)""?","Kristin Cast, P. C. Cast"
P1,author,19810,few,Q1,"Who are the authors of the book ""Sunstorm (novel)""?","Arthur C. Clarke, Stephen Baxter (author)"
P1,author,19810,few,Q1,"Who are the authors of the book ""Endangered Species (novel)""?","Nancy Holder, Jeff Mariotte"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Fall of the Templar""?","J. S. Lewis, Derek Benz"
P1,author,19810,few,Q1,"Who are the authors of the book ""Beautiful Redemption (novel)""?","Margaret Stohl, Kami Garcia"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Dangerous Days of Daniel X""?","Michael Ledwidge, James Patterson"
P1,author,19810,few,Q1,"Who are the authors of the book ""Vendetta for the Saint""?","Leslie Charteris, Harry Harrison (writer)"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Jesus Incident""?","Bill Ransom, Frank Herbert"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Bourne Legacy (novel)""?","Eric Van Lustbader, Robert Ludlum"
P1,author,19810,few,Q1,"Who are the authors of the book ""The Saint Abroad""?","Fleming Lee, Leslie Charteris"
P1,author,19810,few,Q1,"Who are the authors of the book ""White Fire (novel)""?","Lincoln Child, Douglas Preston"
P1,author,19810,few,Q1,"Who are the authors of the book ""Vespers Rising""?","Peter Lerangis, Rick Riordan, Gordon Korman"
P1,author,19810,few,Q1,"Who are the authors of the book ""Starseed (novel)""?","Jeanne Robinson, Spider Robinson"
P1,author,19810,few,Q1,"Who are the authors of the book ""Tales Beyond Time""?","L. Sprague de Camp, Catherine Crook de Camp"
